seed,t_steps,condition,fitness,wall_sec
13801,100000,gain=200,-2.769679e-05,1.85
13838,100000,open_loop,-1.525850e-04,1.64
13838,100000,gain=200,-2.769679e-05,1.86
13875,100000,open_loop,-1.521471e-04,1.64
13875,100000,gain=200,-2.769679e-05,1.85
13912,100000,open_loop,-1.521232e-04,1.64
13912,100000,gain=200,-2.769679e-05,1.89
13949,100000,open_loop,-1.528176e-04,1.64
13949,100000,gain=200,-2.769679e-05,1.85
13986,100000,open_loop,-1.519865e-04,1.64
13986,100000,gain=200,-2.769068e-05,1.86
14023,100000,open_loop,-1.526941e-04,1.64
14023,100000,gain=200,-2.769679e-05,1.92
14060,100000,open_loop,-1.525418e-04,1.65
14060,100000,gain=200,-2.769679e-05,1.86
14097,100000,open_loop,-1.516346e-04,1.64
14097,100000,gain=200,-2.769099e-05,1.85
14134,100000,open_loop,-1.534508e-04,1.64
14134,100000,gain=200,-2.769134e-05,1.85
14171,100000,open_loop,-1.518291e-04,1.64
14171,100000,gain=200,-2.769679e-05,1.85
14208,100000,open_loop,-1.535978e-04,1.64
14208,100000,gain=200,-2.769679e-05,1.91
14245,100000,open_loop,-1.526279e-04,1.64
14245,100000,gain=200,-2.769679e-05,1.85
14282,100000,open_loop,-1.518584e-04,1.64
14282,100000,gain=200,-2.769679e-05,1.85
14319,100000,open_loop,-1.526654e-04,1.65
14319,100000,gain=200,-2.769679e-05,1.86
14356,100000,open_loop,-1.519997e-04,1.64
14356,100000,gain=200,-2.769679e-05,1.85
14393,100000,open_loop,-1.515794e-04,1.64
14393,100000,gain=200,-2.769679e-05,1.85
14430,100000,open_loop,-1.522971e-04,1.64
14430,100000,gain=200,-2.769679e-05,1.86
14467,100000,open_loop,-1.533125e-04,1.64
14467,100000,gain=200,-2.769679e-05,1.86
14504,100000,open_loop,-1.527275e-04,1.65
14504,100000,gain=200,-2.769679e-05,1.85
14541,100000,open_loop,-1.525479e-04,1.65
14541,100000,gain=200,-2.769068e-05,1.86
14578,100000,open_loop,-1.513423e-04,1.64
14578,100000,gain=200,-2.769679e-05,1.86
14615,100000,open_loop,-1.513934e-04,1.64
14615,100000,gain=200,-2.769679e-05,1.90
14652,100000,open_loop,-1.518713e-04,1.64
14652,100000,gain=200,-2.769679e-05,1.86
14689,100000,open_loop,-1.526411e-04,1.65
14689,100000,gain=200,-2.769679e-05,1.89
14726,100000,open_loop,-1.520313e-04,1.73
14726,100000,gain=200,-2.769679e-05,1.85
14763,100000,open_loop,-1.514902e-04,1.64
14763,100000,gain=200,-2.769679e-05,1.86
14800,100000,open_loop,-1.528157e-04,1.64
14800,100000,gain=200,-2.769710e-05,1.93
14837,100000,open_loop,-1.519637e-04,1.64
14837,100000,gain=200,-2.769679e-05,1.87
14874,100000,open_loop,-1.529667e-04,1.66
14874,100000,gain=200,-2.769679e-05,1.87
14911,100000,open_loop,-1.518463e-04,1.65
14911,100000,gain=200,-2.769679e-05,1.86
14948,100000,open_loop,-1.535019e-04,1.66
14948,100000,gain=200,-2.769679e-05,1.86
14985,100000,open_loop,-1.523896e-04,1.65
14985,100000,gain=200,-2.769679e-05,1.89
15022,100000,open_loop,-1.521012e-04,1.66
15022,100000,gain=200,-2.769068e-05,1.87
15059,100000,open_loop,-1.530904e-04,1.65
15059,100000,gain=200,-2.769679e-05,1.86
15096,100000,open_loop,-1.529308e-04,1.66
15096,100000,gain=200,-2.769068e-05,1.86
15133,100000,open_loop,-1.524335e-04,1.63
15133,100000,gain=200,-2.769106e-05,1.86
15170,100000,open_loop,-1.531698e-04,1.65
15170,100000,gain=200,-2.769679e-05,1.86
15207,100000,open_loop,-1.520851e-04,1.64
15207,100000,gain=200,-2.769679e-05,1.91
15244,100000,open_loop,-1.522886e-04,1.64
15244,100000,gain=200,-2.769679e-05,1.85
15281,100000,open_loop,-1.522107e-04,1.64
15281,100000,gain=200,-2.769679e-05,1.85
15318,100000,open_loop,-1.527884e-04,1.63
15318,100000,gain=200,-2.769091e-05,1.86
15355,100000,open_loop,-1.527736e-04,1.65
15355,100000,gain=200,-2.769679e-05,1.85
15392,100000,open_loop,-1.526773e-04,1.64
15392,100000,gain=200,-2.769679e-05,1.90
15429,100000,open_loop,-1.523827e-04,1.65
15429,100000,gain=200,-2.769679e-05,1.85
15466,100000,open_loop,-1.522033e-04,1.64
15466,100000,gain=200,-2.769679e-05,1.85
15503,100000,open_loop,-1.523916e-04,1.65
15503,100000,gain=200,-2.769679e-05,1.93
15540,100000,open_loop,-1.516929e-04,1.64
15540,100000,gain=200,-2.769068e-05,1.86
15577,100000,open_loop,-1.520899e-04,1.66
15577,100000,gain=200,-2.769679e-05,1.86
15614,100000,open_loop,-1.534282e-04,1.64
15614,100000,gain=200,-2.769679e-05,1.86
15651,100000,open_loop,-1.521716e-04,1.65
15651,100000,gain=200,-2.769679e-05,1.86
15688,100000,open_loop,-1.523307e-04,1.64
15688,100000,gain=200,-2.769679e-05,1.89
15725,100000,open_loop,-1.526248e-04,1.64
15725,100000,gain=200,-2.769679e-05,1.86
15762,100000,open_loop,-1.534656e-04,1.64
15762,100000,gain=200,-2.769679e-05,1.85
15799,100000,open_loop,-1.531989e-04,1.64
15799,100000,gain=200,-2.769679e-05,1.86
15836,100000,open_loop,-1.525983e-04,1.65
15836,100000,gain=200,-2.769679e-05,1.86
15873,100000,open_loop,-1.520730e-04,1.65
15873,100000,gain=200,-2.769679e-05,1.86
15910,100000,open_loop,-1.520918e-04,1.65
15910,100000,gain=200,-2.769679e-05,1.86
15947,100000,open_loop,-1.522725e-04,1.65
15947,100000,gain=200,-2.769679e-05,1.85
15984,100000,open_loop,-1.526969e-04,1.66
15984,100000,gain=200,-2.769679e-05,1.86
16021,100000,open_loop,-1.515644e-04,1.65
16021,100000,gain=200,-2.769679e-05,1.86
16058,100000,open_loop,-1.520422e-04,1.64
16058,100000,gain=200,-2.769710e-05,1.86
16095,100000,open_loop,-1.541790e-04,1.64
16095,100000,gain=200,-2.769679e-05,1.85
16132,100000,open_loop,-1.522429e-04,1.65
16132,100000,gain=200,-2.769679e-05,1.86
16169,100000,open_loop,-1.533163e-04,1.65
16169,100000,gain=200,-2.769679e-05,1.85
16206,100000,open_loop,-1.532246e-04,1.65
16206,100000,gain=200,-2.769679e-05,1.85
16243,100000,open_loop,-1.526126e-04,1.64
16243,100000,gain=200,-2.769679e-05,1.86
16280,100000,open_loop,-1.521030e-04,1.64
16280,100000,gain=200,-2.769679e-05,1.87
16317,100000,open_loop,-1.527311e-04,1.64
16317,100000,gain=200,-2.769679e-05,1.86
16354,100000,open_loop,-1.527976e-04,1.64
16354,100000,gain=200,-2.769679e-05,1.86
16391,100000,open_loop,-1.526272e-04,1.64
16391,100000,gain=200,-2.769679e-05,1.86
16428,100000,open_loop,-1.517402e-04,1.65
16428,100000,gain=200,-2.769679e-05,1.86
16465,100000,open_loop,-1.515781e-04,1.64
16465,100000,gain=200,-2.769679e-05,1.88
16502,100000,open_loop,-1.521996e-04,1.64
16502,100000,gain=200,-2.769679e-05,1.85
16539,100000,open_loop,-1.524688e-04,1.64
16539,100000,gain=200,-2.769679e-05,1.86
16576,100000,open_loop,-1.524390e-04,1.66
16576,100000,gain=200,-2.769068e-05,1.86
16613,100000,open_loop,-1.528649e-04,1.65
16613,100000,gain=200,-2.769679e-05,1.87
16650,100000,open_loop,-1.530099e-04,1.66
16650,100000,gain=200,-2.769710e-05,1.86
16687,100000,open_loop,-1.534437e-04,1.66
16687,100000,gain=200,-2.769679e-05,1.87
16724,100000,open_loop,-1.520824e-04,1.64
16724,100000,gain=200,-2.769679e-05,1.86
16761,100000,open_loop,-1.523834e-04,1.64
16761,100000,gain=200,-2.769068e-05,1.86
16798,100000,open_loop,-1.520201e-04,1.65
16798,100000,gain=200,-2.769679e-05,1.86
16835,100000,open_loop,-1.516456e-04,1.65
16835,100000,gain=200,-2.769134e-05,1.86
16872,100000,open_loop,-1.523701e-04,1.64
16872,100000,gain=200,-2.769679e-05,1.90
16909,100000,open_loop,-1.519313e-04,1.64
16909,100000,gain=200,-2.769679e-05,1.85
16946,100000,open_loop,-1.520884e-04,1.65
16946,100000,gain=200,-2.769679e-05,1.85
16983,100000,open_loop,-1.512146e-04,1.64
16983,100000,gain=200,-2.769679e-05,1.89
17020,100000,open_loop,-1.534227e-04,1.64
17020,100000,gain=200,-2.769679e-05,1.86
17057,100000,open_loop,-1.538247e-04,1.64
17057,100000,gain=200,-2.769679e-05,1.88
17094,100000,open_loop,-1.530688e-04,1.65
17094,100000,gain=200,-2.769679e-05,1.87
17131,100000,open_loop,-1.507537e-04,1.64
17131,100000,gain=200,-2.769679e-05,1.87
17168,100000,open_loop,-1.521080e-04,1.65
17168,100000,gain=200,-2.769068e-05,1.93
17205,100000,open_loop,-1.521507e-04,1.65
17205,100000,gain=200,-2.769679e-05,1.86
17242,100000,open_loop,-1.520071e-04,1.64
17242,100000,gain=200,-2.769679e-05,1.86
17279,100000,open_loop,-1.523229e-04,1.64
17279,100000,gain=200,-2.769679e-05,1.85
17316,100000,open_loop,-1.519218e-04,1.65
17316,100000,gain=200,-2.769679e-05,1.86
17353,100000,open_loop,-1.531282e-04,1.64
17353,100000,gain=200,-2.769679e-05,1.89
17390,100000,open_loop,-1.528599e-04,1.65
17390,100000,gain=200,-2.769679e-05,1.86
17427,100000,open_loop,-1.527370e-04,1.65
17427,100000,gain=200,-2.769679e-05,1.86
17464,100000,open_loop,-1.524905e-04,1.65
17464,100000,gain=200,-2.769679e-05,1.86
17501,100000,open_loop,-1.520546e-04,1.64
17501,100000,gain=200,-2.769679e-05,1.86
17538,100000,open_loop,-1.516939e-04,1.66
17538,100000,gain=200,-2.769679e-05,1.86
17575,100000,open_loop,-1.541089e-04,1.65
17575,100000,gain=200,-2.769679e-05,1.92
17612,100000,open_loop,-1.510268e-04,1.64
17612,100000,gain=200,-2.769679e-05,1.91
17649,100000,open_loop,-1.521015e-04,1.64
17649,100000,gain=200,-2.769679e-05,1.86
17686,100000,open_loop,-1.526847e-04,1.64
17686,100000,gain=200,-2.769679e-05,1.86
17723,100000,open_loop,-1.531811e-04,1.64
17723,100000,gain=200,-2.769679e-05,2.72
17760,100000,open_loop,-1.532411e-04,1.65
17760,100000,gain=200,-2.769679e-05,1.91
17797,100000,open_loop,-1.524719e-04,1.64
17797,100000,gain=200,-2.769679e-05,1.86
17834,100000,open_loop,-1.519196e-04,1.65
17834,100000,gain=200,-2.769679e-05,1.86
17871,100000,open_loop,-1.527812e-04,1.65
17871,100000,gain=200,-2.769679e-05,1.93
17908,100000,open_loop,-1.521775e-04,1.64
17908,100000,gain=200,-2.769679e-05,1.87
17945,100000,open_loop,-1.519965e-04,1.65
17945,100000,gain=200,-2.769679e-05,1.86
17982,100000,open_loop,-1.531156e-04,1.64
17982,100000,gain=200,-2.769679e-05,1.87
18019,100000,open_loop,-1.528222e-04,1.64
18019,100000,gain=200,-2.769679e-05,1.86
18056,100000,open_loop,-1.513108e-04,1.65
18056,100000,gain=200,-2.769679e-05,1.90
18093,100000,open_loop,-1.522418e-04,1.65
18093,100000,gain=200,-2.769679e-05,1.86
18130,100000,open_loop,-1.534329e-04,1.64
18130,100000,gain=200,-2.769679e-05,1.86
18167,100000,open_loop,-1.521775e-04,1.64
18167,100000,gain=200,-2.769679e-05,1.86
18204,100000,open_loop,-1.534606e-04,1.65
18204,100000,gain=200,-2.769679e-05,1.86
18241,100000,open_loop,-1.523639e-04,1.65
18241,100000,gain=200,-2.769106e-05,1.87
18278,100000,open_loop,-1.517760e-04,1.65
18278,100000,gain=200,-2.769679e-05,1.86
18315,100000,open_loop,-1.520347e-04,1.64
18315,100000,gain=200,-2.769679e-05,1.86
18352,100000,open_loop,-1.533221e-04,1.65
18352,100000,gain=200,-2.769099e-05,1.86
18389,100000,open_loop,-1.517223e-04,1.64
18389,100000,gain=200,-2.769679e-05,1.86
18426,100000,open_loop,-1.515747e-04,1.65
18426,100000,gain=200,-2.769679e-05,1.86
18463,100000,open_loop,-1.523698e-04,1.64
18463,100000,gain=200,-2.769679e-05,1.86
0,1000000,open_loop,-1.530983e-04,14.11
0,1000000,gain=200,-2.708675e-05,15.90
37,1000000,open_loop,-1.538715e-04,13.94
37,1000000,gain=200,-2.708675e-05,15.73
74,1000000,open_loop,-1.533538e-04,14.02
74,1000000,gain=200,-2.708675e-05,15.83
111,1000000,open_loop,-1.533645e-04,14.04
111,1000000,gain=200,-2.708675e-05,15.79
148,1000000,open_loop,-1.533754e-04,13.92
148,1000000,gain=200,-2.708675e-05,15.77
185,1000000,open_loop,-1.534211e-04,14.10
185,1000000,gain=200,-2.708675e-05,15.82
222,1000000,open_loop,-1.526346e-04,14.05
222,1000000,gain=200,-2.708675e-05,15.82
259,1000000,open_loop,-1.533829e-04,13.92
259,1000000,gain=200,-2.708675e-05,15.75
296,1000000,open_loop,-1.532757e-04,14.02
296,1000000,gain=200,-2.708675e-05,16.13
333,1000000,open_loop,-1.529885e-04,13.95
333,1000000,gain=200,-2.708675e-05,15.76
370,1000000,open_loop,-1.535893e-04,14.11
370,1000000,gain=200,-2.708675e-05,16.24
407,1000000,open_loop,-1.536518e-04,14.00
407,1000000,gain=200,-2.708675e-05,16.64
444,1000000,open_loop,-1.525102e-04,14.00
444,1000000,gain=200,-2.708675e-05,15.75
481,1000000,open_loop,-1.530905e-04,13.98
481,1000000,gain=200,-2.708675e-05,16.10
518,1000000,open_loop,-1.533521e-04,14.03
518,1000000,gain=200,-2.708675e-05,15.79
555,1000000,open_loop,-1.530805e-04,13.95
555,1000000,gain=200,-2.708675e-05,15.76
592,1000000,open_loop,-1.530806e-04,13.99
592,1000000,gain=200,-2.708675e-05,15.83
629,1000000,open_loop,-1.533271e-04,13.97
629,1000000,gain=200,-2.708675e-05,15.77
666,1000000,open_loop,-1.533046e-04,14.02
666,1000000,gain=200,-2.708675e-05,15.79
703,1000000,open_loop,-1.530778e-04,13.96
703,1000000,gain=200,-2.708675e-05,15.82
740,1000000,open_loop,-1.522472e-04,13.94
740,1000000,gain=200,-2.708675e-05,15.83
777,1000000,open_loop,-1.530561e-04,13.97
777,1000000,gain=200,-2.708675e-05,15.80
814,1000000,open_loop,-1.527896e-04,14.08
814,1000000,gain=200,-2.708675e-05,15.80
851,1000000,open_loop,-1.528667e-04,13.94
851,1000000,gain=200,-2.708675e-05,15.76
888,1000000,open_loop,-1.529665e-04,14.02
888,1000000,gain=200,-2.708675e-05,15.76
925,1000000,open_loop,-1.535483e-04,13.98
925,1000000,gain=200,-2.708675e-05,16.05
962,1000000,open_loop,-1.525604e-04,14.04
962,1000000,gain=200,-2.708675e-05,15.78
999,1000000,open_loop,-1.526983e-04,13.98
999,1000000,gain=200,-2.708675e-05,15.80
1036,1000000,open_loop,-1.532407e-04,13.99
1036,1000000,gain=200,-2.708675e-05,15.77
1073,1000000,open_loop,-1.526151e-04,14.04
1073,1000000,gain=200,-2.708675e-05,16.30
1110,1000000,open_loop,-1.525146e-04,14.08
1110,1000000,gain=200,-2.708675e-05,16.28
1147,1000000,open_loop,-1.537693e-04,14.01
1147,1000000,gain=200,-2.708675e-05,15.74
1184,1000000,open_loop,-1.544876e-04,14.02
1184,1000000,gain=200,-2.708675e-05,16.13
1221,1000000,open_loop,-1.529198e-04,13.99
1221,1000000,gain=200,-2.708675e-05,15.81
1258,1000000,open_loop,-1.524004e-04,14.00
1258,1000000,gain=200,-2.708675e-05,15.83
1295,1000000,open_loop,-1.520978e-04,14.01
1295,1000000,gain=200,-2.708675e-05,15.75
1332,1000000,open_loop,-1.528273e-04,14.07
1332,1000000,gain=200,-2.708675e-05,15.85
1369,1000000,open_loop,-1.539501e-04,14.01
1369,1000000,gain=200,-2.708675e-05,15.87
1406,1000000,open_loop,-1.532488e-04,14.01
1406,1000000,gain=200,-2.708675e-05,15.78
1443,1000000,open_loop,-1.530269e-04,13.92
1443,1000000,gain=200,-2.708675e-05,15.77
1480,1000000,open_loop,-1.542734e-04,14.04
1480,1000000,gain=200,-2.708675e-05,15.85
1517,1000000,open_loop,-1.526560e-04,13.97
1517,1000000,gain=200,-2.708675e-05,16.14
1554,1000000,open_loop,-1.516995e-04,14.09
1554,1000000,gain=200,-2.708675e-05,16.15
1591,1000000,open_loop,-1.520720e-04,14.01
1591,1000000,gain=200,-2.708675e-05,15.73
1628,1000000,open_loop,-1.550490e-04,14.03
1628,1000000,gain=200,-2.708675e-05,16.53
1665,1000000,open_loop,-1.537424e-04,14.05
1665,1000000,gain=200,-2.708675e-05,15.76
1702,1000000,open_loop,-1.519675e-04,14.03
1702,1000000,gain=200,-2.708675e-05,15.74
1739,1000000,open_loop,-1.524837e-04,13.97
1739,1000000,gain=200,-2.708675e-05,15.75
1776,1000000,open_loop,-1.541395e-04,13.96
1776,1000000,gain=200,-2.708675e-05,16.32
1813,1000000,open_loop,-1.535021e-04,13.96
1813,1000000,gain=200,-2.708675e-05,15.79
1850,1000000,open_loop,-1.530558e-04,13.98
1850,1000000,gain=200,-2.708675e-05,15.74
1887,1000000,open_loop,-1.514128e-04,13.95
1887,1000000,gain=200,-2.708675e-05,15.78
1924,1000000,open_loop,-1.523948e-04,13.99
1924,1000000,gain=200,-2.708675e-05,15.77
1961,1000000,open_loop,-1.533686e-04,13.93
1961,1000000,gain=200,-2.708675e-05,15.77
1998,1000000,open_loop,-1.519860e-04,13.95
1998,1000000,gain=200,-2.708675e-05,15.74
2035,1000000,open_loop,-1.538762e-04,13.98
2035,1000000,gain=200,-2.708675e-05,15.74
2072,1000000,open_loop,-1.524324e-04,13.99
2072,1000000,gain=200,-2.708675e-05,15.94
2109,1000000,open_loop,-1.523427e-04,13.99
2109,1000000,gain=200,-2.708675e-05,15.78
2146,1000000,open_loop,-1.533720e-04,14.01
2146,1000000,gain=200,-2.708675e-05,16.29
2183,1000000,open_loop,-1.550036e-04,14.04
2183,1000000,gain=200,-2.708675e-05,15.79
2220,1000000,open_loop,-1.532673e-04,14.03
2220,1000000,gain=200,-2.708675e-05,15.75
2257,1000000,open_loop,-1.511123e-04,13.98
2257,1000000,gain=200,-2.708675e-05,15.76
2294,1000000,open_loop,-1.525264e-04,13.95
2294,1000000,gain=200,-2.708675e-05,16.36
2331,1000000,open_loop,-1.520997e-04,13.92
2331,1000000,gain=200,-2.708675e-05,16.03
2368,1000000,open_loop,-1.520244e-04,13.95
2368,1000000,gain=200,-2.708675e-05,15.75
2405,1000000,open_loop,-1.512815e-04,13.92
2405,1000000,gain=200,-2.708675e-05,15.77
2442,1000000,open_loop,-1.537216e-04,13.92
2442,1000000,gain=200,-2.708675e-05,15.77
2479,1000000,open_loop,-1.521847e-04,13.92
2479,1000000,gain=200,-2.708675e-05,15.76
2516,1000000,open_loop,-1.524677e-04,13.98
2516,1000000,gain=200,-2.708675e-05,15.78
2553,1000000,open_loop,-1.525077e-04,13.93
2553,1000000,gain=200,-2.708675e-05,15.74
2590,1000000,open_loop,-1.532814e-04,13.99
2590,1000000,gain=200,-2.708675e-05,15.74
2627,1000000,open_loop,-1.528237e-04,13.99
2627,1000000,gain=200,-2.708675e-05,15.76
2664,1000000,open_loop,-1.526990e-04,14.00
2664,1000000,gain=200,-2.708675e-05,15.81
2701,1000000,open_loop,-1.515585e-04,13.98
2701,1000000,gain=200,-2.708675e-05,15.75
2738,1000000,open_loop,-1.544532e-04,13.95
2738,1000000,gain=200,-2.708675e-05,16.20
2775,1000000,open_loop,-1.527827e-04,13.97
2775,1000000,gain=200,-2.708675e-05,16.12
2812,1000000,open_loop,-1.535412e-04,14.07
2812,1000000,gain=200,-2.708675e-05,15.73
2849,1000000,open_loop,-1.535705e-04,13.98
2849,1000000,gain=200,-2.708675e-05,16.35
2886,1000000,open_loop,-1.539494e-04,13.96
2886,1000000,gain=200,-2.708675e-05,15.77
2923,1000000,open_loop,-1.523053e-04,13.93
2923,1000000,gain=200,-2.708675e-05,15.76
2960,1000000,open_loop,-1.549313e-04,13.95
2960,1000000,gain=200,-2.708675e-05,15.76
2997,1000000,open_loop,-1.545948e-04,13.92
2997,1000000,gain=200,-2.708675e-05,15.80
3034,1000000,open_loop,-1.534748e-04,13.94
3034,1000000,gain=200,-2.708675e-05,15.72
3071,1000000,open_loop,-1.545971e-04,13.97
3071,1000000,gain=200,-2.708675e-05,15.77
3108,1000000,open_loop,-1.527255e-04,13.97
3108,1000000,gain=200,-2.708675e-05,15.78
3145,1000000,open_loop,-1.529868e-04,13.97
3145,1000000,gain=200,-2.708675e-05,15.77
3182,1000000,open_loop,-1.527834e-04,13.94
3182,1000000,gain=200,-2.708675e-05,15.75
3219,1000000,open_loop,-1.546859e-04,13.95
3219,1000000,gain=200,-2.708675e-05,15.77
3256,1000000,open_loop,-1.541409e-04,13.98
3256,1000000,gain=200,-2.708675e-05,15.83
3293,1000000,open_loop,-1.544492e-04,13.96
3293,1000000,gain=200,-2.708675e-05,16.19
3330,1000000,open_loop,-1.542135e-04,13.99
3330,1000000,gain=200,-2.708675e-05,15.75
3367,1000000,open_loop,-1.522669e-04,13.96
3367,1000000,gain=200,-2.708675e-05,16.12
3404,1000000,open_loop,-1.533301e-04,13.98
3404,1000000,gain=200,-2.708675e-05,15.76
3441,1000000,open_loop,-1.531678e-04,13.91
3441,1000000,gain=200,-2.708675e-05,16.05
3478,1000000,open_loop,-1.527365e-04,14.04
3478,1000000,gain=200,-2.708675e-05,16.10
3515,1000000,open_loop,-1.528885e-04,13.93
3515,1000000,gain=200,-2.708675e-05,15.73
3552,1000000,open_loop,-1.528897e-04,13.94
3552,1000000,gain=200,-2.708675e-05,16.21
3589,1000000,open_loop,-1.534142e-04,13.91
3589,1000000,gain=200,-2.708675e-05,15.74
3626,1000000,open_loop,-1.519652e-04,13.90
3626,1000000,gain=200,-2.708675e-05,15.75
3663,1000000,open_loop,-1.532868e-04,13.91
3663,1000000,gain=200,-2.708675e-05,15.72
3700,1000000,open_loop,-1.521895e-04,13.95
3700,1000000,gain=200,-2.708675e-05,15.70
3737,1000000,open_loop,-1.528408e-04,13.93
3737,1000000,gain=200,-2.708675e-05,15.72
3774,1000000,open_loop,-1.542633e-04,14.02
3774,1000000,gain=200,-2.708675e-05,15.71
3811,1000000,open_loop,-1.542816e-04,13.93
3811,1000000,gain=200,-2.708675e-05,15.72
3848,1000000,open_loop,-1.522271e-04,13.95
3848,1000000,gain=200,-2.708675e-05,15.75
3885,1000000,open_loop,-1.531962e-04,13.93
3885,1000000,gain=200,-2.708675e-05,15.74
3922,1000000,open_loop,-1.539844e-04,13.89
3922,1000000,gain=200,-2.708675e-05,15.73
3959,1000000,open_loop,-1.539366e-04,13.90
3959,1000000,gain=200,-2.708675e-05,16.27
3996,1000000,open_loop,-1.533634e-04,13.96
3996,1000000,gain=200,-2.708675e-05,16.00
4033,1000000,open_loop,-1.528458e-04,13.93
4033,1000000,gain=200,-2.708675e-05,15.71
4070,1000000,open_loop,-1.535026e-04,13.92
4070,1000000,gain=200,-2.708675e-05,16.05
4107,1000000,open_loop,-1.536852e-04,13.88
4107,1000000,gain=200,-2.708675e-05,15.73
4144,1000000,open_loop,-1.535695e-04,13.96
4144,1000000,gain=200,-2.708675e-05,16.05
4181,1000000,open_loop,-1.543704e-04,13.94
4181,1000000,gain=200,-2.708675e-05,15.73
4218,1000000,open_loop,-1.541062e-04,13.89
4218,1000000,gain=200,-2.708675e-05,15.71
4255,1000000,open_loop,-1.538267e-04,13.93
4255,1000000,gain=200,-2.708675e-05,15.72
4292,1000000,open_loop,-1.530962e-04,13.90
4292,1000000,gain=200,-2.708675e-05,15.73
4329,1000000,open_loop,-1.547092e-04,13.98
4329,1000000,gain=200,-2.708675e-05,15.74
4366,1000000,open_loop,-1.532885e-04,13.96
4366,1000000,gain=200,-2.708675e-05,15.75
4403,1000000,open_loop,-1.534233e-04,13.90
4403,1000000,gain=200,-2.708675e-05,15.74
4440,1000000,open_loop,-1.515847e-04,13.92
4440,1000000,gain=200,-2.708675e-05,15.73
4477,1000000,open_loop,-1.540437e-04,13.96
4477,1000000,gain=200,-2.708675e-05,16.05
4514,1000000,open_loop,-1.517126e-04,13.94
4514,1000000,gain=200,-2.708675e-05,16.17
4551,1000000,open_loop,-1.527111e-04,13.95
4551,1000000,gain=200,-2.708675e-05,15.74
4588,1000000,open_loop,-1.518219e-04,13.94
4588,1000000,gain=200,-2.708675e-05,16.35
4625,1000000,open_loop,-1.522057e-04,13.94
4625,1000000,gain=200,-2.708675e-05,15.76
4662,1000000,open_loop,-1.518839e-04,13.88
4662,1000000,gain=200,-2.708675e-05,15.69
4699,1000000,open_loop,-1.538816e-04,13.89
4699,1000000,gain=200,-2.708675e-05,15.71
4736,1000000,open_loop,-1.532975e-04,13.93
4736,1000000,gain=200,-2.708675e-05,16.26
4773,1000000,open_loop,-1.539357e-04,13.94
4773,1000000,gain=200,-2.708675e-05,15.73
4810,1000000,open_loop,-1.526497e-04,13.93
4810,1000000,gain=200,-2.708675e-05,15.70
4847,1000000,open_loop,-1.533455e-04,13.82
4847,1000000,gain=200,-2.708675e-05,15.73
4884,1000000,open_loop,-1.522716e-04,13.88
4884,1000000,gain=200,-2.708675e-05,15.81
4921,1000000,open_loop,-1.526359e-04,13.92
4921,1000000,gain=200,-2.708675e-05,15.72
4958,1000000,open_loop,-1.540291e-04,13.88
4958,1000000,gain=200,-2.708675e-05,15.70
4995,1000000,open_loop,-1.532791e-04,13.96
4995,1000000,gain=200,-2.708675e-05,15.72
5032,1000000,open_loop,-1.540752e-04,13.97
5032,1000000,gain=200,-2.708675e-05,15.91
5069,1000000,open_loop,-1.523447e-04,13.96
5069,1000000,gain=200,-2.708675e-05,15.74
5106,1000000,open_loop,-1.533326e-04,13.92
5106,1000000,gain=200,-2.708675e-05,15.71
5143,1000000,open_loop,-1.528145e-04,13.89
5143,1000000,gain=200,-2.708675e-05,15.71
5180,1000000,open_loop,-1.535885e-04,13.91
5180,1000000,gain=200,-2.708675e-05,16.18
5217,1000000,open_loop,-1.551743e-04,13.96
5217,1000000,gain=200,-2.708675e-05,16.09
5254,1000000,open_loop,-1.543508e-04,13.96
5254,1000000,gain=200,-2.708675e-05,15.71
5291,1000000,open_loop,-1.528321e-04,13.93
5291,1000000,gain=200,-2.708675e-05,16.40
5328,1000000,open_loop,-1.532860e-04,13.92
5328,1000000,gain=200,-2.708675e-05,15.73
5365,1000000,open_loop,-1.551760e-04,13.96
5365,1000000,gain=200,-2.708675e-05,15.71
5402,1000000,open_loop,-1.522341e-04,13.92
5402,1000000,gain=200,-2.708675e-05,15.64
5439,1000000,open_loop,-1.528656e-04,13.90
5439,1000000,gain=200,-2.708675e-05,15.73
5476,1000000,open_loop,-1.526498e-04,13.92
5476,1000000,gain=200,-2.708675e-05,15.73
5513,1000000,open_loop,-1.537378e-04,13.93
5513,1000000,gain=200,-2.708675e-05,15.65
5550,1000000,open_loop,-1.521264e-04,13.89
5550,1000000,gain=200,-2.708675e-05,15.74
5587,1000000,open_loop,-1.540000e-04,13.93
5587,1000000,gain=200,-2.708675e-05,15.75
5624,1000000,open_loop,-1.528160e-04,13.89
5624,1000000,gain=200,-2.708675e-05,16.09
5661,1000000,open_loop,-1.531289e-04,13.87
5661,1000000,gain=200,-2.708675e-05,15.70
5698,1000000,open_loop,-1.536426e-04,13.92
5698,1000000,gain=200,-2.708675e-05,16.05
5735,1000000,open_loop,-1.533080e-04,13.96
5735,1000000,gain=200,-2.708675e-05,16.70
5772,1000000,open_loop,-1.530423e-04,13.95
5772,1000000,gain=200,-2.708675e-05,15.74
5809,1000000,open_loop,-1.537218e-04,13.95
5809,1000000,gain=200,-2.708675e-05,15.92
5846,1000000,open_loop,-1.530080e-04,13.91
5846,1000000,gain=200,-2.708675e-05,15.71
